2time,voltage,current,joules,temp
1,1.52,0.28,0.42,27.19
2,1.51,0.28,0.84,27.19
3,1.52,0.28,1.26,27.25
4,1.52,0.28,1.68,27.25
5,1.52,0.28,2.10,27.25
6,1.52,0.28,2.52,27.31
7,1.51,0.28,2.93,27.31
8,1.51,0.28,3.35,27.31
9,1.52,0.28,3.77,27.31
10,1.51,0.27,4.18,27.31
11,1.52,0.28,4.60,27.31
12,1.51,0.28,5.02,27.37
13,1.51,0.28,5.43,27.37
14,1.52,0.28,5.85,27.37
15,1.52,0.28,6.27,27.44
16,1.51,0.28,6.69,27.44
17,1.51,0.28,7.11,27.44
18,1.51,0.28,7.52,27.50
19,1.52,0.28,7.94,27.50
20,1.52,0.28,8.36,27.50
21,1.51,0.27,8.78,27.56
22,1.51,0.27,9.19,27.56
23,1.51,0.27,9.60,27.62
24,1.51,0.27,10.02,27.62
25,1.51,0.28,10.43,27.62
26,1.51,0.28,10.85,27.69
27,1.51,0.27,11.26,27.69
28,1.50,0.27,11.68,27.69
29,1.51,0.27,12.09,27.75
30,1.52,0.28,12.51,27.75
31,1.51,0.28,12.92,27.81
32,1.51,0.27,13.34,27.81
33,1.51,0.27,13.75,27.87
34,1.51,0.27,14.17,27.87
35,1.51,0.28,14.58,27.87
36,1.51,0.28,15.00,27.94
37,1.50,0.27,15.41,27.94
38,1.50,0.27,15.82,28.00
39,1.51,0.27,16.24,28.00
40,1.50,0.27,16.65,28.00
41,1.51,0.28,17.06,28.06
42,1.51,0.27,17.48,28.06
43,1.50,0.27,17.89,28.12
44,1.51,0.27,18.30,28.12
45,1.51,0.27,18.72,28.12
46,1.50,0.27,19.13,28.12
47,1.51,0.27,19.54,28.19
48,1.50,0.27,19.95,28.25
49,1.50,0.27,20.36,28.25
50,1.51,0.27,20.78,28.31
51,1.50,0.27,21.19,28.25
52,1.50,0.27,21.60,28.31
53,1.50,0.27,22.01,28.31
54,1.50,0.27,22.42,28.37
55,1.50,0.27,22.83,28.37
56,1.50,0.27,23.24,28.37
57,1.50,0.27,23.65,28.37
58,1.50,0.27,24.06,28.44
59,1.50,0.27,24.47,28.44
60,1.50,0.27,24.88,28.50
61,1.50,0.27,25.29,28.50
62,1.50,0.27,25.70,28.50
63,1.50,0.27,26.11,28.56
64,1.50,0.27,26.52,28.56
65,1.50,0.27,26.93,28.56
66,1.50,0.27,27.34,28.62
67,1.50,0.27,27.75,28.62
68,1.50,0.27,28.15,28.62
69,1.49,0.27,28.56,28.62
70,1.50,0.27,28.97,28.69
71,1.50,0.27,29.38,28.69
72,1.50,0.27,29.79,28.69
73,1.50,0.27,30.20,28.69
74,1.49,0.27,30.61,28.75
75,1.49,0.27,31.01,28.75
76,1.50,0.27,31.42,28.75
77,1.50,0.27,31.83,28.75
78,1.49,0.27,32.24,28.81
79,1.50,0.27,32.65,28.81
80,1.50,0.27,33.05,28.87
81,1.49,0.27,33.46,28.87
82,1.50,0.27,33.87,28.87
83,1.49,0.27,34.28,28.87
84,1.49,0.27,34.68,28.94
85,1.50,0.27,35.09,28.94
86,1.50,0.27,35.50,28.94
87,1.49,0.27,35.91,28.94
88,1.50,0.27,36.31,28.94
89,1.49,0.27,36.72,29.00
90,1.49,0.27,37.13,29.00
91,1.50,0.27,37.53,29.00
92,1.49,0.27,37.94,29.06
93,1.49,0.27,38.35,29.06
94,1.49,0.27,38.75,29.06
95,1.49,0.27,39.16,29.06
96,1.50,0.27,39.56,29.06
97,1.50,0.27,39.97,29.12
98,1.49,0.27,40.38,29.12
99,1.49,0.27,40.78,29.12
100,1.49,0.27,41.18,29.12
101,1.49,0.27,41.59,29.19
102,1.49,0.27,41.99,29.19
103,1.49,0.27,42.40,29.19
104,1.49,0.27,42.80,29.19
105,1.49,0.27,43.20,29.19
106,1.49,0.27,43.61,29.25
107,1.49,0.27,44.01,29.25
108,1.49,0.27,44.42,29.25
109,1.49,0.27,44.82,29.25
110,1.48,0.27,45.22,29.31
111,1.49,0.27,45.62,29.31
112,1.49,0.27,46.03,29.31
113,1.50,0.27,46.44,29.31
114,1.49,0.27,46.84,29.31
115,1.49,0.27,47.25,29.31
116,1.48,0.27,47.65,29.37
117,1.50,0.27,48.06,29.37
118,1.49,0.27,48.46,29.37
119,1.49,0.27,48.87,29.37
120,1.49,0.27,49.27,29.37
121,1.49,0.27,49.67,29.44
122,1.48,0.27,50.07,29.44
123,1.49,0.27,50.48,29.44
124,1.48,0.27,50.88,29.44
125,1.49,0.27,51.28,29.44
126,1.49,0.27,51.69,29.44
127,1.49,0.27,52.09,29.50
128,1.48,0.27,52.49,29.50
129,1.49,0.27,52.90,29.50
130,1.48,0.27,53.30,29.50
131,1.49,0.27,53.70,29.56
132,1.49,0.27,54.10,29.56
133,1.48,0.27,54.50,29.56
134,1.48,0.27,54.90,29.56
135,1.48,0.27,55.30,29.56
136,1.48,0.27,55.70,29.56
137,1.49,0.27,56.11,29.62
138,1.49,0.27,56.51,29.56
139,1.48,0.27,56.91,29.62
140,1.48,0.27,57.32,29.62
141,1.48,0.27,57.72,29.62
142,1.49,0.27,58.12,29.62
143,1.49,0.27,58.53,29.62
144,1.48,0.27,58.93,29.62
145,1.48,0.27,59.33,29.69
146,1.48,0.27,59.73,29.69
147,1.49,0.27,60.13,29.69
148,1.49,0.27,60.53,29.69
149,1.48,0.27,60.93,29.69
150,1.48,0.27,61.33,29.69
151,1.48,0.27,61.73,29.75
152,1.48,0.27,62.13,29.75
153,1.49,0.27,62.53,29.75
154,1.49,0.27,62.94,29.75
155,1.48,0.27,63.34,29.75
156,1.49,0.27,63.74,29.75
157,1.48,0.27,64.14,29.81
158,1.49,0.27,64.54,29.81
159,1.48,0.27,64.94,29.81
160,1.48,0.27,65.34,29.81
161,1.48,0.27,65.74,29.81
162,1.49,0.27,66.14,29.81
163,1.48,0.27,66.54,29.81
164,1.49,0.27,66.94,29.87
165,1.48,0.27,67.34,29.87
166,1.48,0.27,67.74,29.87
167,1.48,0.27,68.14,29.87
168,1.48,0.27,68.54,29.87
169,1.48,0.27,68.94,29.87
170,1.49,0.27,69.34,29.94
171,1.48,0.27,69.74,29.94
172,1.48,0.27,70.14,29.94
173,1.48,0.27,70.54,29.94
174,1.48,0.27,70.94,29.94
175,1.48,0.27,71.33,29.94
176,1.48,0.27,71.73,29.94
177,1.48,0.27,72.13,29.94
178,1.48,0.27,72.53,29.94
179,1.48,0.27,72.93,30.00
180,1.48,0.27,73.33,30.00
181,1.48,0.27,73.72,30.00
182,1.48,0.27,74.12,30.00
183,1.48,0.27,74.52,30.00
184,1.48,0.27,74.92,30.00
185,1.47,0.27,75.32,30.06
186,1.48,0.27,75.72,30.06
187,1.47,0.27,76.11,30.06
188,1.48,0.27,76.51,30.06
189,1.48,0.27,76.91,30.06
190,1.47,0.27,77.30,30.06
191,1.47,0.27,77.70,30.06
192,1.47,0.27,78.09,30.06
193,1.47,0.27,78.49,30.12
194,1.48,0.27,78.89,30.12
195,1.47,0.27,79.28,30.12
196,1.47,0.27,79.68,30.12
197,1.48,0.27,80.07,30.12
198,1.47,0.27,80.47,30.12
199,1.48,0.27,80.86,30.19
200,1.48,0.27,81.26,30.12
201,1.47,0.27,81.66,30.12
202,1.47,0.27,82.05,30.12
203,1.48,0.27,82.45,30.19
204,1.47,0.27,82.85,30.19
205,1.48,0.27,83.25,30.19
206,1.47,0.27,83.64,30.19
207,1.47,0.27,84.04,30.19
208,1.48,0.27,84.44,30.19
209,1.48,0.27,84.83,30.25
210,1.47,0.27,85.23,30.19
211,1.47,0.27,85.62,30.25
212,1.47,0.27,86.02,30.25
213,1.48,0.27,86.42,30.25
214,1.48,0.27,86.81,30.25
215,1.47,0.27,87.21,30.25
216,1.47,0.27,87.60,30.25
217,1.47,0.27,88.00,30.25
218,1.47,0.27,88.39,30.25
219,1.47,0.27,88.79,30.31
220,1.47,0.27,89.18,30.25
221,1.47,0.27,89.57,30.25
222,1.47,0.27,89.97,30.31
223,1.47,0.27,90.36,30.31
224,1.47,0.27,90.75,30.31
225,1.48,0.27,91.15,30.31
226,1.47,0.27,91.54,30.31
227,1.47,0.27,91.94,30.31
228,1.47,0.27,92.33,30.31
229,1.48,0.27,92.73,30.31
230,1.48,0.27,93.13,30.37
231,1.47,0.27,93.52,30.37
232,1.47,0.27,93.91,30.37
233,1.47,0.27,94.31,30.37
234,1.47,0.27,94.70,30.37
235,1.47,0.27,95.10,30.37
236,1.47,0.27,95.49,30.37
237,1.47,0.27,95.88,30.37
238,1.48,0.27,96.28,30.37
239,1.46,0.27,96.67,30.44
240,1.47,0.27,97.06,30.44
241,1.47,0.27,97.46,30.44
242,1.47,0.27,97.85,30.44
243,1.47,0.27,98.25,30.37
244,1.47,0.27,98.64,30.44
245,1.47,0.27,99.04,30.44
246,1.47,0.27,99.43,30.44
247,1.47,0.27,99.82,30.50
248,1.46,0.27,100.21,30.44
249,1.47,0.27,100.61,30.44
250,1.47,0.27,101.00,30.44
251,1.47,0.27,101.39,30.50
252,1.47,0.27,101.79,30.50
253,1.47,0.27,102.18,30.50
254,1.47,0.27,102.58,30.50
255,1.47,0.27,102.97,30.50
256,1.47,0.27,103.36,30.50
257,1.47,0.27,103.76,30.50
258,1.47,0.27,104.15,30.50
259,1.47,0.27,104.54,30.50
260,1.47,0.27,104.94,30.50
261,1.46,0.27,105.33,30.56
262,1.47,0.27,105.72,30.56
263,1.47,0.27,106.12,30.56
264,1.46,0.27,106.51,30.56
265,1.47,0.27,106.90,30.56
266,1.47,0.27,107.30,30.56
267,1.46,0.27,107.69,30.56
268,1.47,0.27,108.08,30.56
269,1.46,0.27,108.47,30.56
270,1.47,0.27,108.87,30.56
271,1.47,0.27,109.26,30.56
272,1.46,0.27,109.65,30.56
273,1.46,0.27,110.04,30.62
274,1.47,0.27,110.43,30.62
275,1.46,0.27,110.82,30.56
276,1.47,0.27,111.22,30.62
277,1.46,0.27,111.61,30.62
278,1.46,0.27,112.00,30.62
279,1.47,0.27,112.39,30.62
280,1.46,0.27,112.78,30.62
281,1.46,0.27,113.17,30.62
282,1.47,0.27,113.56,30.69
283,1.46,0.27,113.95,30.62
284,1.47,0.27,114.34,30.62
285,1.47,0.27,114.74,30.62
286,1.46,0.27,115.13,30.62
287,1.47,0.27,115.52,30.62
288,1.46,0.27,115.91,30.62
289,1.46,0.27,116.30,30.69
290,1.47,0.27,116.69,30.69
291,1.46,0.27,117.08,30.69
292,1.46,0.27,117.47,30.69
293,1.46,0.27,117.86,30.69
294,1.46,0.27,118.25,30.69
295,1.47,0.27,118.65,30.69
296,1.47,0.27,119.04,30.69
297,1.46,0.27,119.43,30.75
298,1.46,0.27,119.82,30.69
299,1.46,0.27,120.21,30.75
300,1.47,0.27,120.60,30.69
301,1.47,0.27,121.00,30.75
302,1.46,0.27,121.38,30.75
303,1.46,0.27,121.77,30.75
304,1.46,0.27,122.16,30.75
305,1.46,0.27,122.55,30.75
306,1.47,0.27,122.95,30.75
307,1.46,0.27,123.33,30.75
308,1.46,0.27,123.72,30.81
309,1.47,0.27,124.11,30.75
310,1.46,0.27,124.50,30.75
311,1.47,0.27,124.89,30.75
312,1.46,0.27,125.28,30.81
313,1.46,0.27,125.67,30.81
314,1.46,0.27,126.06,30.75
315,1.46,0.27,126.45,30.75
316,1.46,0.27,126.84,30.75
317,1.46,0.27,127.23,30.81
318,1.46,0.27,127.61,30.81
319,1.46,0.27,128.00,30.81
320,1.46,0.27,128.39,30.81
321,1.46,0.27,128.78,30.81
322,1.46,0.27,129.17,30.81
323,1.46,0.27,129.56,30.81
324,1.46,0.27,129.95,30.81
325,1.47,0.27,130.34,30.81
326,1.46,0.27,130.73,30.81
327,1.46,0.27,131.12,30.87
328,1.46,0.27,131.50,30.81
329,1.46,0.27,131.89,30.81
330,1.46,0.27,132.28,30.81
331,1.46,0.27,132.67,30.87
332,1.46,0.27,133.06,30.81
333,1.46,0.27,133.44,30.87
334,1.46,0.27,133.83,30.87
335,1.46,0.26,134.22,30.87
336,1.46,0.27,134.61,30.87
337,1.46,0.27,135.00,30.87
338,1.46,0.27,135.38,30.87
339,1.46,0.26,135.77,30.87
340,1.46,0.26,136.15,30.87
341,1.46,0.27,136.54,30.87
342,1.46,0.27,136.93,30.87
343,1.46,0.26,137.32,30.87
344,1.46,0.27,137.71,30.87
345,1.46,0.26,138.09,30.94
346,1.46,0.26,138.48,30.94
347,1.46,0.27,138.86,30.87
348,1.46,0.26,139.25,30.94
349,1.46,0.27,139.64,30.94
350,1.46,0.27,140.02,30.94
351,1.46,0.26,140.41,30.94
352,1.46,0.27,140.80,30.94
353,1.46,0.27,141.19,30.94
354,1.46,0.26,141.57,30.94
355,1.46,0.27,141.96,30.94
356,1.46,0.27,142.35,30.94
357,1.46,0.26,142.74,30.94
358,1.46,0.27,143.13,31.00
359,1.46,0.26,143.51,30.94
360,1.46,0.26,143.90,30.94
361,1.46,0.27,144.28,30.94
362,1.46,0.27,144.67,31.00
363,1.46,0.26,145.06,30.94
364,1.46,0.26,145.44,31.00
365,1.46,0.26,145.83,31.00
366,1.46,0.27,146.21,30.94
367,1.46,0.27,146.60,30.94
368,1.46,0.26,146.99,31.00
369,1.46,0.26,147.37,31.00
370,1.46,0.26,147.76,31.00
371,1.46,0.27,148.14,31.00
372,1.46,0.27,148.53,31.00
373,1.46,0.26,148.92,31.00
374,1.46,0.26,149.30,31.00
375,1.46,0.26,149.69,31.00
376,1.46,0.26,150.07,31.00
377,1.46,0.27,150.46,31.00
378,1.46,0.27,150.85,31.00
379,1.46,0.26,151.23,31.00
380,1.45,0.26,151.61,31.00
381,1.45,0.26,152.00,31.00
382,1.46,0.27,152.38,31.00
383,1.46,0.27,152.77,31.06
384,1.46,0.26,153.16,31.00
385,1.46,0.26,153.54,31.06
386,1.45,0.26,153.92,31.06
387,1.46,0.27,154.31,31.06
388,1.46,0.27,154.70,31.06
389,1.45,0.26,155.08,31.06
390,1.45,0.26,155.47,31.06
391,1.46,0.26,155.85,31.06
392,1.46,0.26,156.24,31.06
393,1.46,0.27,156.62,31.06
394,1.46,0.27,157.01,31.06
395,1.45,0.26,157.39,31.06
396,1.46,0.26,157.78,31.06
397,1.46,0.26,158.16,31.06
398,1.46,0.26,158.55,31.06
399,1.46,0.27,158.94,31.06
400,1.45,0.26,159.32,31.06
401,1.45,0.26,159.70,31.12
402,1.46,0.26,160.09,31.06
403,1.45,0.26,160.47,31.06
404,1.45,0.26,160.85,31.06
405,1.45,0.26,161.23,31.06
406,1.45,0.26,161.62,31.12
407,1.46,0.26,162.00,31.06
408,1.46,0.26,162.39,31.06
409,1.45,0.26,162.77,31.12
410,1.45,0.26,163.15,31.06
411,1.45,0.26,163.53,31.12
412,1.46,0.26,163.92,31.12
413,1.46,0.26,164.30,31.12
414,1.45,0.26,164.68,31.12
415,1.45,0.26,165.07,31.12
416,1.45,0.26,165.45,31.12
417,1.45,0.26,165.83,31.12
418,1.46,0.26,166.22,31.12
419,1.45,0.26,166.60,31.12
420,1.45,0.26,166.98,31.12
421,1.45,0.26,167.36,31.12
422,1.45,0.26,167.74,31.12
423,1.46,0.26,168.13,31.12
424,1.46,0.26,168.51,31.12
425,1.45,0.26,168.90,31.12
426,1.45,0.26,169.28,31.12
427,1.45,0.26,169.66,31.19
428,1.45,0.26,170.04,31.19
429,1.46,0.26,170.43,31.12
430,1.45,0.26,170.81,31.19
431,1.45,0.26,171.19,31.19
432,1.46,0.26,171.57,31.19
433,1.45,0.26,171.95,31.19
434,1.46,0.27,172.34,31.19
435,1.45,0.26,172.72,31.19
436,1.45,0.26,173.10,31.19
437,1.46,0.26,173.49,31.19
438,1.45,0.26,173.87,31.19
439,1.45,0.26,174.25,31.19
440,1.46,0.26,174.64,31.19
441,1.45,0.26,175.02,31.19
442,1.45,0.26,175.40,31.19
443,1.45,0.26,175.78,31.19
444,1.45,0.26,176.16,31.19
445,1.45,0.26,176.54,31.19
446,1.45,0.26,176.92,31.25
447,1.45,0.26,177.30,31.25
448,1.45,0.26,177.69,31.19
449,1.45,0.26,178.07,31.25
450,1.45,0.26,178.45,31.19
451,1.45,0.26,178.83,31.25
452,1.45,0.26,179.21,31.25
453,1.45,0.26,179.59,31.25
454,1.45,0.26,179.97,31.25
455,1.45,0.26,180.35,31.25
456,1.45,0.26,180.73,31.25
457,1.45,0.26,181.11,31.25
458,1.45,0.26,181.49,31.25
459,1.45,0.26,181.87,31.25
460,1.45,0.26,182.25,31.25
461,1.45,0.26,182.63,31.25
462,1.45,0.26,183.02,31.25
463,1.45,0.26,183.40,31.25
464,1.45,0.26,183.78,31.25
465,1.45,0.26,184.16,31.25
466,1.45,0.26,184.54,31.25
467,1.45,0.26,184.92,31.25
468,1.44,0.26,185.30,31.25
469,1.45,0.26,185.68,31.25
470,1.45,0.26,186.06,31.31
471,1.45,0.26,186.44,31.25
472,1.45,0.26,186.82,31.25
473,1.45,0.26,187.20,31.25
474,1.44,0.26,187.58,31.25
475,1.45,0.26,187.96,31.25
476,1.45,0.26,188.34,31.25
477,1.45,0.26,188.72,31.31
478,1.45,0.26,189.10,31.25
479,1.45,0.26,189.48,31.25
480,1.45,0.26,189.86,31.31
481,1.45,0.26,190.25,31.31
482,1.45,0.26,190.63,31.31
483,1.45,0.26,191.01,31.31
484,1.45,0.26,191.39,31.31
485,1.44,0.26,191.77,31.31
486,1.45,0.26,192.15,31.31
487,1.44,0.26,192.53,31.31
488,1.44,0.26,192.90,31.31
489,1.45,0.26,193.29,31.31
490,1.45,0.26,193.67,31.31
491,1.44,0.26,194.05,31.31
492,1.44,0.26,194.42,31.31
493,1.45,0.26,194.80,31.31
494,1.45,0.26,195.18,31.31
495,1.45,0.26,195.56,31.31
496,1.44,0.26,195.94,31.31
497,1.44,0.26,196.32,31.31
498,1.44,0.26,196.69,31.31
499,1.45,0.26,197.07,31.31
500,1.45,0.26,197.45,31.37
501,1.44,0.26,197.83,31.31
502,1.44,0.26,198.21,31.31
503,1.45,0.26,198.59,31.31
504,1.44,0.26,198.96,31.31
505,1.45,0.26,199.34,31.31
506,1.45,0.26,199.72,31.37
507,1.44,0.26,200.10,31.37
508,1.45,0.26,200.48,31.37
509,1.44,0.26,200.86,31.37
510,1.45,0.26,201.24,31.37
511,1.45,0.26,201.62,31.37
512,1.44,0.26,201.99,31.37
513,1.44,0.26,202.37,31.31
514,1.45,0.26,202.75,31.37
515,1.44,0.26,203.13,31.37
516,1.44,0.26,203.50,31.37
517,1.44,0.26,203.88,31.37
518,1.44,0.26,204.26,31.37
519,1.45,0.26,204.64,31.37
520,1.45,0.26,205.02,31.37
521,1.44,0.26,205.40,31.37
522,1.45,0.26,205.78,31.37
523,1.44,0.26,206.16,31.37
524,1.45,0.26,206.54,31.37
525,1.45,0.26,206.91,31.37
526,1.44,0.26,207.29,31.37
527,1.44,0.26,207.67,31.37
528,1.44,0.26,208.04,31.37
529,1.44,0.26,208.42,31.37
530,1.45,0.26,208.80,31.37
531,1.44,0.26,209.18,31.44
532,1.44,0.26,209.56,31.37
533,1.44,0.26,209.93,31.44
534,1.44,0.26,210.30,31.44
535,1.45,0.26,210.68,31.44
536,1.45,0.26,211.06,31.44
537,1.44,0.26,211.44,31.44
538,1.44,0.26,211.82,31.44
539,1.44,0.26,212.19,31.44
540,1.45,0.26,212.57,31.44
541,1.45,0.26,212.95,31.44
542,1.44,0.26,213.33,31.44
543,1.44,0.26,213.70,31.44
544,1.44,0.26,214.08,31.44
545,1.44,0.26,214.46,31.44
546,1.45,0.26,214.84,31.44
547,1.44,0.26,215.21,31.44
548,1.44,0.26,215.59,31.44
549,1.45,0.26,215.97,31.44
550,1.44,0.26,216.34,31.44
551,1.44,0.26,216.72,31.44
552,1.44,0.26,217.10,31.44
553,1.44,0.26,217.47,31.44
554,1.44,0.26,217.85,31.44
555,1.44,0.26,218.23,31.44
556,1.44,0.26,218.60,31.44
557,1.44,0.26,218.98,31.44
558,1.44,0.26,219.35,31.44
559,1.44,0.26,219.73,31.44
560,1.44,0.26,220.11,31.44
561,1.44,0.26,220.48,31.44
562,1.44,0.26,220.86,31.50
563,1.44,0.26,221.23,31.50
564,1.44,0.26,221.61,31.44
565,1.44,0.26,221.98,31.50
566,1.45,0.26,222.36,31.50
567,1.44,0.26,222.74,31.50
568,1.44,0.26,223.11,31.44
569,1.44,0.26,223.49,31.44
570,1.44,0.26,223.86,31.50
571,1.44,0.26,224.24,31.50
572,1.44,0.26,224.61,31.50
573,1.44,0.26,224.99,31.50
574,1.44,0.26,225.36,31.50
575,1.44,0.26,225.74,31.50
576,1.44,0.26,226.12,31.50
577,1.44,0.26,226.49,31.50
578,1.44,0.26,226.87,31.50
579,1.44,0.26,227.25,31.50
580,1.44,0.26,227.62,31.50
581,1.44,0.26,228.00,31.50
582,1.44,0.26,228.37,31.50
583,1.44,0.26,228.75,31.50
584,1.44,0.26,229.12,31.50
585,1.44,0.26,229.50,31.50
586,1.44,0.26,229.87,31.50
587,1.44,0.26,230.25,31.50
588,1.44,0.26,230.63,31.50
589,1.44,0.26,231.00,31.50
590,1.44,0.26,231.38,31.56
591,1.44,0.26,231.75,31.50
592,1.44,0.26,232.13,31.50
593,1.44,0.26,232.50,31.50
594,1.43,0.26,232.87,31.50
595,1.44,0.26,233.25,31.56
596,1.44,0.26,233.63,31.50
597,1.43,0.26,234.00,31.56
598,1.44,0.26,234.37,31.56
599,1.43,0.26,234.75,31.50
600,1.43,0.26,235.12,31.56
601,1.44,0.26,235.50,31.56
602,1.44,0.26,235.87,31.56
603,1.43,0.26,236.24,31.50
604,1.43,0.26,236.62,31.56
605,1.43,0.26,236.99,31.56
606,1.44,0.26,237.36,31.50
607,1.44,0.26,237.74,31.56
608,1.43,0.26,238.11,31.56
609,1.43,0.26,238.48,31.56
610,1.43,0.26,238.85,31.56
611,1.44,0.26,239.23,31.56
612,1.44,0.26,239.61,31.56
613,1.43,0.26,239.98,31.56
614,1.43,0.26,240.35,31.56
615,1.43,0.26,240.72,31.56
616,1.43,0.26,241.09,31.56
617,1.44,0.26,241.47,31.56
618,1.44,0.26,241.84,31.56
619,1.43,0.26,242.21,31.56
620,1.44,0.26,242.59,31.56
621,1.43,0.26,242.96,31.62
622,1.44,0.26,243.33,31.56
623,1.44,0.26,243.71,31.56
624,1.43,0.26,244.08,31.56
625,1.43,0.26,244.45,31.56
626,1.44,0.26,244.83,31.56
627,1.43,0.26,245.20,31.56
628,1.44,0.26,245.58,31.56
629,1.43,0.26,245.95,31.62
630,1.43,0.26,246.32,31.56
631,1.44,0.26,246.70,31.56
632,1.44,0.26,247.07,31.56
633,1.43,0.26,247.44,31.56
634,1.44,0.26,247.82,31.56
635,1.43,0.26,248.19,31.56
636,1.44,0.26,248.56,31.56
637,1.44,0.26,248.94,31.62
638,1.43,0.26,249.31,31.56
639,1.43,0.26,249.68,31.56
640,1.43,0.26,250.06,31.62
641,1.43,0.26,250.43,31.62
642,1.44,0.26,250.80,31.56
643,1.43,0.26,251.17,31.56
644,1.43,0.26,251.55,31.56
645,1.43,0.26,251.92,31.56
646,1.43,0.26,252.29,31.56
647,1.44,0.26,252.67,31.62
648,1.44,0.26,253.04,31.62
649,1.43,0.26,253.41,31.62
650,1.43,0.26,253.78,31.62
651,1.43,0.26,254.15,31.62
652,1.44,0.26,254.52,31.62
653,1.44,0.26,254.90,31.62
654,1.43,0.26,255.27,31.62
655,1.43,0.26,255.64,31.62
656,1.43,0.26,256.01,31.62
657,1.43,0.26,256.38,31.62
658,1.43,0.26,256.75,31.62
659,1.43,0.26,257.12,31.62
660,1.43,0.26,257.49,31.62
661,1.43,0.26,257.86,31.62
662,1.43,0.26,258.23,31.62
663,1.44,0.26,258.61,31.62
664,1.43,0.26,258.98,31.62
665,1.43,0.26,259.35,31.62
666,1.43,0.26,259.72,31.62
667,1.43,0.26,260.09,31.62
668,1.43,0.26,260.46,31.62
669,1.44,0.26,260.83,31.62
670,1.43,0.26,261.20,31.62
671,1.43,0.26,261.57,31.62
672,1.44,0.26,261.95,31.62
673,1.43,0.26,262.32,31.62
674,1.43,0.26,262.69,31.69
675,1.43,0.26,263.06,31.62
676,1.43,0.26,263.43,31.69
677,1.43,0.26,263.80,31.62
678,1.43,0.26,264.17,31.62
679,1.43,0.26,264.54,31.62
680,1.43,0.26,264.91,31.69
681,1.43,0.26,265.28,31.62
682,1.43,0.26,265.65,31.62
683,1.43,0.26,266.02,31.69
684,1.43,0.26,266.39,31.69
685,1.43,0.26,266.76,31.69
686,1.43,0.26,267.13,31.62
687,1.43,0.26,267.50,31.69
688,1.43,0.26,267.87,31.69
689,1.43,0.26,268.25,31.69
690,1.43,0.26,268.61,31.69
691,1.42,0.26,268.98,31.69
692,1.43,0.26,269.35,31.69
693,1.43,0.26,269.72,31.69
694,1.43,0.26,270.10,31.69
695,1.43,0.26,270.47,31.69
696,1.43,0.26,270.83,31.69
697,1.42,0.26,271.20,31.69
698,1.43,0.26,271.57,31.69
699,1.43,0.26,271.94,31.69
700,1.43,0.26,272.31,31.69
701,1.43,0.26,272.68,31.69
702,1.43,0.26,273.06,31.69
703,1.42,0.26,273.42,31.69
704,1.44,0.26,273.80,31.69
705,1.43,0.26,274.17,31.69
706,1.42,0.26,274.54,31.69
707,1.43,0.26,274.91,31.69
708,1.43,0.26,275.28,31.69
709,1.43,0.26,275.65,31.69
710,1.43,0.26,276.02,31.69
711,1.42,0.26,276.39,31.69
712,1.42,0.26,276.75,31.69
713,1.43,0.26,277.13,31.69
714,1.43,0.26,277.50,31.69
715,1.43,0.26,277.87,31.69
716,1.42,0.26,278.23,31.69
717,1.42,0.26,278.60,31.69
718,1.43,0.26,278.97,31.69
719,1.43,0.26,279.34,31.69
720,1.42,0.26,279.71,31.69
721,1.42,0.26,280.08,31.75
722,1.42,0.26,280.44,31.69
723,1.43,0.26,280.81,31.75
724,1.43,0.26,281.18,31.69
725,1.42,0.26,281.55,31.69
726,1.42,0.26,281.92,31.75
727,1.42,0.26,282.28,31.75
728,1.43,0.26,282.65,31.75
729,1.43,0.26,283.02,31.75
730,1.43,0.26,283.39,31.69
731,1.42,0.26,283.76,31.75
732,1.43,0.26,284.13,31.69
733,1.42,0.26,284.50,31.69
734,1.43,0.26,284.86,31.75
735,1.43,0.26,285.23,31.75
736,1.42,0.26,285.60,31.75
737,1.42,0.26,285.97,31.75
738,1.42,0.26,286.33,31.75
739,1.42,0.26,286.70,31.75
740,1.43,0.26,287.07,31.69
741,1.42,0.26,287.44,31.75
742,1.42,0.26,287.80,31.75
743,1.43,0.26,288.17,31.75
744,1.42,0.26,288.54,31.75
745,1.43,0.26,288.91,31.75
746,1.43,0.26,289.28,31.75
747,1.42,0.26,289.64,31.75
748,1.43,0.26,290.01,31.69
749,1.43,0.26,290.38,31.75
750,1.42,0.26,290.75,31.75
751,1.43,0.26,291.12,31.75
752,1.42,0.26,291.49,31.75
753,1.42,0.26,291.86,31.75
754,1.43,0.26,292.23,31.75
755,1.42,0.26,292.59,31.75
756,1.42,0.26,292.96,31.75
757,1.42,0.26,293.33,31.75
758,1.42,0.26,293.70,31.75
759,1.43,0.26,294.06,31.75
760,1.43,0.26,294.43,31.75
761,1.42,0.26,294.80,31.75
762,1.42,0.26,295.17,31.81
763,1.42,0.26,295.54,31.75
764,1.43,0.26,295.91,31.75
765,1.43,0.26,296.27,31.75
766,1.42,0.26,296.64,31.75
767,1.42,0.26,297.01,31.75
768,1.42,0.26,297.37,31.75
769,1.42,0.26,297.74,31.75
770,1.43,0.26,298.11,31.81
771,1.42,0.26,298.47,31.81
772,1.42,0.26,298.84,31.75
773,1.42,0.26,299.21,31.81
774,1.42,0.26,299.57,31.75
775,1.43,0.26,299.94,31.75
776,1.43,0.26,300.31,31.75
